Journal,Management,First Section,Second Section,Third Section,Fourth Section,Fifth Section,PubType,Relevance
JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,0,X,X,0,X,X,J,1
JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,1,X,NA,X,1,X,J,1
JOURNAL OF GREAT LAKES RESEARCH,1,1,NA,1,1,1,J,1
JOURNAL OF GREEN BUILDING,1,X,NA,1,1,1,J,1
JOURNAL OF HAZARDOUS MATERIALS,1,1,NA,X,X,X,J,1
JOURNAL OF HELMINTHOLOGY,1,1,NA,X,X,1,J,1
JOURNAL OF HEREDITY,1,0,NA,1,0,X,J,1
JOURNAL OF HERPETOLOGY,1,X,NA,1,X,0,J,1
JOURNAL OF HISTORICAL GEOGRAPHY,1,0,NA,0,1,X,J,1
JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT,0,0,X,X,X,0,J,1
JOURNAL OF HUMAN RIGHTS,0,0,0,X,X,X,J,1
JOURNAL OF HUMAN RIGHTS AND THE ENVIRONMENT,0,X,0,X,X,X,J,1
JOURNAL OF HYDRAULIC RESEARCH,1,X,NA,X,X,1,J,1
JOURNAL OF HYDRO-ENVIRONMENT RESEARCH,1,X,1,X,X,X,J,1
JOURNAL OF HYDROINFORMATICS,0,X,NA,X,0,X,J,1
JOURNAL OF HYDROLOGIC ENGINEERING,1,1,NA,1,1,X,J,1
JOURNAL OF HYDROLOGY,1,1,1,1,1,1,J,1
JOURNAL OF HYDROLOGY-REGIONAL STUDIES,1,X,1,X,X,X,J,1
JOURNAL OF HYDROMETEOROLOGY,1,X,NA,1,X,X,J,1
JOURNAL OF IMAGING,0,0,X,X,X,X,J,1
JOURNAL OF INDUSTRIAL ECOLOGY,1,1,NA,1,1,1,J,1
JOURNAL OF INSECT BEHAVIOR,1,X,NA,1,X,X,J,1
JOURNAL OF INSECT CONSERVATION,1,X,NA,1,1,1,J,1
JOURNAL OF INSECT PHYSIOLOGY,1,X,NA,X,1,X,J,1
JOURNAL OF INSECT SCIENCE,1,0,1,1,1,1,J,1
JOURNAL OF INSTITUTIONAL ECONOMICS,1,1,NA,X,X,X,J,1
JOURNAL OF INTEGRATED PEST MANAGEMENT,1,X,NA,1,X,X,J,1
JOURNAL OF INTEGRATIVE AGRICULTURE,1,0,NA,X,1,X,J,1
JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES,1,X,NA,X,1,X,J,1
JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,0,0,X,X,X,X,J,1
JOURNAL OF INTERDISCIPLINARY MATHEMATICS,0,X,0,X,X,X,J,1
JOURNAL OF INTERNATIONAL DEVELOPMENT,0,X,X,0,0,X,J,1
JOURNAL OF INTERNATIONAL ECONOMIC LAW,0,X,X,X,X,0,J,1
JOURNAL OF INTERNATIONAL ECONOMICS,0,0,X,X,X,X,J,1
JOURNAL OF INVERTEBRATE PATHOLOGY,1,X,NA,1,1,X,J,1
JOURNAL OF ISLAND & COASTAL ARCHAEOLOGY,1,1,NA,X,X,X,J,1
JOURNAL OF LAND USE SCIENCE,1,1,NA,1,X,X,J,1
JOURNAL OF LANDSCAPE ARCHITECTURE,1,X,NA,X,1,X,J,1
JOURNAL OF LATIN AMERICAN AND CARIBBEAN ANTHROPOLOGY,0,X,0,X,X,X,J,1
JOURNAL OF LATIN AMERICAN GEOGRAPHY,1,1,NA,X,X,X,J,1
JOURNAL OF LIMNOLOGY,1,1,NA,1,X,X,J,1
JOURNAL OF MACHINE LEARNING RESEARCH,0,X,X,X,X,0,J,1
JOURNAL OF MAMMALOGY,1,1,NA,1,1,1,J,1
JOURNAL OF MANAGEMENT STUDIES,1,X,NA,1,X,X,J,1
JOURNAL OF MAPS,1,X,NA,X,1,X,J,1
JOURNAL OF MARINE SCIENCE AND ENGINEERING,1,1,NA,X,X,X,J,1
JOURNAL OF MARINE SYSTEMS,1,X,NA,X,1,1,J,1
JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,1,X,NA,X,X,1,J,1
JOURNAL OF MATHEMATICAL BIOLOGY,1,1,NA,X,X,0,J,1
JOURNAL OF MATHEMATICS IN INDUSTRY,1,X,1,X,X,X,J,1
JOURNAL OF MEDICAL ENTOMOLOGY,1,X,NA,1,X,X,J,1
JOURNAL OF MEDICAL ETHICS,1,X,NA,1,X,X,J,1
JOURNAL OF MEDICINAL PLANTS RESEARCH,1,X,NA,X,1,X,J,1
JOURNAL OF MEMBRANE SCIENCE,0,X,X,0,X,X,J,1
JOURNAL OF MICROBIOLOGICAL METHODS,1,1,1,0,X,X,J,1
JOURNAL OF MICROBIOLOGY & BIOLOGY EDUCATION,0,0,X,X,X,X,J,1
JOURNAL OF MODELLING IN MANAGEMENT,0,X,0,X,X,X,J,1
JOURNAL OF MOLECULAR LIQUIDS,1,X,1,X,X,X,J,1
JOURNAL OF MOLLUSCAN STUDIES,1,1,NA,X,0,X,J,1
JOURNAL OF MOUNTAIN SCIENCE,1,1,NA,1,1,X,J,1
JOURNAL OF NATURAL HISTORY,1,1,NA,1,1,1,J,1
JOURNAL OF NEAR INFRARED SPECTROSCOPY,1,X,1,X,X,X,J,1
JOURNAL OF NEMATOLOGY,1,X,NA,X,X,1,J,1
JOURNAL OF NONLINEAR SCIENCE,0,X,X,0,X,X,J,1
JOURNAL OF NURSING SCHOLARSHIP,0,X,0,X,X,X,J,1
JOURNAL OF NUTRITION EDUCATION,0,X,X,X,X,0,J,1
JOURNAL OF OCEAN ENGINEERING AND SCIENCE,1,X,1,X,X,X,J,1
JOURNAL OF OCEAN UNIVERSITY OF CHINA,0,X,X,0,X,X,J,1
JOURNAL OF OCEANOLOGY AND LIMNOLOGY,1,1,NA,X,X,X,J,1
JOURNAL OF ORNITHOLOGY,1,1,NA,1,1,1,J,1
JOURNAL OF OUTDOOR RECREATION AND TOURISM-RESEARCH PLANNING AND MANAGEMENT,1,1,NA,1,X,X,J,1
JOURNAL OF PALEOLIMNOLOGY,1,1,NA,X,1,1,J,1
JOURNAL OF PARASITOLOGY,0,X,0,0,X,X,J,1
JOURNAL OF PARK AND RECREATION ADMINISTRATION,1,1,NA,X,X,X,J,1
JOURNAL OF PEASANT STUDIES,1,1,NA,1,X,X,J,1
JOURNAL OF PEDIATRIC INFECTIOUS DISEASES,1,X,1,X,X,X,J,1
JOURNAL OF PEST SCIENCE,1,1,NA,X,1,X,J,1
JOURNAL OF PHYCOLOGY,0,0,X,0,X,X,J,1
JOURNAL OF PHYSICS A-MATHEMATICAL AND THEORETICAL,0,X,0,X,X,X,J,1
JOURNAL OF PLANKTON RESEARCH,0,X,0,X,X,0,J,1
JOURNAL OF PLANNING LITERATURE,1,X,NA,X,1,X,J,1
JOURNAL OF PLANT DISEASES AND PROTECTION,1,X,NA,1,X,1,J,1
JOURNAL OF PLANT ECOLOGY,1,X,NA,1,X,1,J,1
JOURNAL OF PLANT NUTRITION,1,1,NA,X,X,X,J,1
JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE,0,X,X,0,X,X,J,1
JOURNAL OF POLICY MODELING,0,X,X,X,X,0,J,1
JOURNAL OF POLICY RESEARCH IN TOURISM LEISURE AND EVENTS,1,1,NA,X,X,X,J,1
JOURNAL OF POLITICAL ECOLOGY,1,1,NA,1,X,X,J,1
JOURNAL OF POLYMER ENGINEERING,1,1,NA,X,X,X,J,1
JOURNAL OF PROFESSIONS AND ORGANIZATION,0,0,X,X,X,X,J,1
JOURNAL OF PROTEOMICS,0,X,X,X,0,X,J,1
JOURNAL OF PUBLIC HEALTH,0,X,X,X,0,X,J,1
JOURNAL OF PUBLIC POLICY & MARKETING,0,X,0,X,X,X,J,1
JOURNAL OF PURE AND APPLIED MICROBIOLOGY,0,X,X,0,X,X,J,1
JOURNAL OF QUATERNARY SCIENCE,0,X,X,X,0,X,J,1
JOURNAL OF RANGE MANAGEMENT,1,X,NA,X,X,1,J,1
JOURNAL OF RAPTOR RESEARCH,1,X,NA,0,X,1,J,1
JOURNAL OF REPRODUCTION AND FERTILITY,1,X,NA,X,X,1,J,1
JOURNAL OF RESEARCH PRACTICE,0,X,0,X,X,X,J,1
JOURNAL OF RESPONSIBLE INNOVATION,0,0,X,X,X,X,J,1
JOURNAL OF RISK RESEARCH,1,X,NA,X,X,1,J,1
JOURNAL OF RURAL AND COMMUNITY DEVELOPMENT,0,X,0,X,X,X,J,1
JOURNAL OF RURAL STUDIES,1,1,NA,1,1,X,J,1
JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,0,X,X,X,X,0,J,1
JOURNAL OF SEA RESEARCH,1,1,NA,1,1,1,J,1
JOURNAL OF SHELLFISH RESEARCH,1,1,NA,X,1,1,J,1
JOURNAL OF SIMULATION,1,1,NA,X,X,X,J,1
JOURNAL OF SOCIAL ISSUES,0,X,X,X,X,0,J,1
JOURNAL OF SOIL AND WATER CONSERVATION,1,1,NA,X,1,X,J,1
JOURNAL OF SOILS AND SEDIMENTS,1,1,NA,1,1,X,J,1
JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,0,X,X,X,0,X,J,1
JOURNAL OF SOUTHERN AFRICAN STUDIES,1,X,NA,X,1,X,J,1
JOURNAL OF STATISTICAL PLANNING AND INFERENCE,0,X,X,X,X,0,J,1
JOURNAL OF STATISTICAL SOFTWARE,0,X,X,X,X,0,J,1
JOURNAL OF SUSTAINABLE FINANCE & INVESTMENT,0,X,0,X,X,X,J,1
JOURNAL OF SUSTAINABLE FORESTRY,1,1,NA,1,X,X,J,1
JOURNAL OF SUSTAINABLE TOURISM,1,0,NA,1,1,1,J,1
JOURNAL OF SYSTEMATICS AND EVOLUTION,1,X,1,X,X,X,J,1
JOURNAL OF SYSTEMS SCIENCE AND SYSTEMS ENGINEERING,0,X,0,X,X,X,J,1
JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,0,0,X,X,X,X,J,1
JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,1,1,NA,X,1,X,J,1
JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION,1,X,NA,X,X,1,J,1
JOURNAL OF THE AMERICAN PLANNING ASSOCIATION,0,X,X,X,X,0,J,1
JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE,0,X,0,X,X,X,J,1
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0,X,0,0,0,0,J,1
JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,1,1,NA,1,1,1,J,1
JOURNAL OF THE ASSOCIATION OF ENVIRONMENTAL AND RESOURCE ECONOMISTS,0,0,X,X,X,X,J,1
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,1,X,NA,1,X,X,J,1
JOURNAL OF THE CHARTERED INSTITUTION OF WATER AND ENVIRONMENTAL MANAGEMENT,1,X,NA,X,X,1,J,1
JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA,1,X,NA,1,X,X,J,1
JOURNAL OF THE HISTORY OF BIOLOGY,0,0,X,X,0,X,J,1
JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE,0,X,X,0,X,X,J,1
JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING,1,1,NA,X,1,X,J,1
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,1,X,NA,1,X,X,J,1
JOURNAL OF THE LEPIDOPTERISTS SOCIETY,1,X,NA,1,X,X,J,1
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,1,1,NA,1,1,1,J,1
JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,1,X,NA,X,1,X,J,1
JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,1,X,NA,X,1,1,J,1
JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1,X,1,X,X,X,J,1
JOURNAL OF THE ROYAL SOCIETY INTERFACE,1,1,NA,0,1,0,J,1
JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,1,1,NA,X,X,1,J,1
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,1,X,NA,X,1,1,J,1
JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,1,X,NA,X,1,X,J,1
JOURNAL OF THE SOCIETY FOR SOCIAL WORK AND RESEARCH,0,X,0,X,X,X,J,1
JOURNAL OF THE SOUTH AFRICAN VETERINARY ASSOCIATION,0,0,X,X,X,X,J,1
JOURNAL OF THE TORREY BOTANICAL SOCIETY,1,X,NA,X,1,1,J,1
JOURNAL OF THEORETICAL BIOLOGY,1,1,1,1,1,1,J,1
JOURNAL OF THERMAL BIOLOGY,1,X,NA,0,0,1,J,1
JOURNAL OF TOURISM FUTURES,0,X,0,X,X,X,J,1
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A,1,X,NA,X,X,1,J,1
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,0,X,0,X,X,X,J,1
JOURNAL OF TRANSFORMATIVE EDUCATION,0,0,X,X,X,X,J,1
JOURNAL OF TRANSPORT GEOGRAPHY,1,X,1,X,X,0,J,1
JOURNAL OF TRAVEL RESEARCH,1,X,1,X,X,X,J,1
JOURNAL OF TROPICAL ECOLOGY,1,X,NA,X,1,0,J,1
JOURNAL OF TROPICAL FOREST SCIENCE,1,X,NA,1,X,X,J,1
JOURNAL OF URBAN DESIGN,0,X,X,0,X,X,J,1
JOURNAL OF URBAN MANAGEMENT,1,1,NA,X,X,X,J,1
JOURNAL OF URBAN PLANNING AND DEVELOPMENT,1,X,NA,1,X,X,J,1
JOURNAL OF URBAN PLANNING AND DEVELOPMENT-ASCE,1,X,NA,X,1,X,J,1
JOURNAL OF URBAN TECHNOLOGY,1,X,NA,X,1,X,J,1
JOURNAL OF VECTOR ECOLOGY,1,X,NA,X,X,1,J,1
JOURNAL OF VEGETATION SCIENCE,1,1,NA,1,1,1,J,1
JOURNAL OF WATER AND CLIMATE CHANGE,1,1,NA,1,1,X,J,1
JOURNAL OF WATER AND HEALTH,0,X,0,0,X,X,J,1
JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,1,1,NA,1,X,X,J,1
JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE,1,X,NA,X,X,1,J,1
JOURNAL OF WILDLIFE DISEASES,1,X,NA,X,0,1,J,1
JOURNAL OF WILDLIFE MANAGEMENT,1,1,NA,1,1,1,J,1
JOURNAL OF WORLD-SYSTEMS RESEARCH,0,X,0,X,X,X,J,1
JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE B,1,X,NA,0,X,1,J,1
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,0,X,0,X,X,0,J,1
JOURNAL OF ZOOLOGY,1,X,NA,1,1,1,J,1
JOURNAL ON MULTIMODAL USER INTERFACES,0,X,X,X,0,X,J,1
JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,0,0,0,X,X,X,J,1
JURNAL CITA HUKUM-INDONESIAN LAW JOURNAL,1,X,1,X,X,X,J,1
JURNAL ILMU DAN TEKNOLOGI KELAUTAN TROPIS,1,1,NA,X,X,X,J,1
JURNAL TEKNOLOGI,1,X,NA,1,X,X,J,1
JUSTICE AND CONFLICTS: THEORETICAL AND EMPIRICAL CONTRIBUTIONS,0,X,X,X,0,X,B,0
JUSTICE QUARTERLY,0,X,X,0,X,X,J,1
KDD-2007 PROCEEDINGS OF THE THIRTEENTH ACM SIGKDD INTERNATIONAL CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING,0,X,X,X,X,0,B,0
KHAZAN ECOSYSTEMS OF GOA: BUILDING ON INDIGENOUS SOLUTIONS TO COPE WITH GLOBAL ENVIRONMENTAL CHANGE,0,X,X,0,X,X,S,0
KNOWLEDGE-BASED AND INTELLIGENT INFORMATION & ENGINEERING SYSTEMS: PROCEEDINGS OF THE 20TH INTERNATIONAL CONFERENCE KES-2016,1,X,1,X,X,X,S,0
KNOWLEDGE AND MANAGEMENT OF AQUATIC ECOSYSTEMS,1,X,NA,1,1,X,J,1
"KNOWLEDGE AND POWER IN THE ARTIC, CONFERENCE PROCEEDINGS",1,X,NA,X,X,1,S,0
KNOWLEDGE IN ACTION: THE SEARCH FOR COLLABORATIVE RESEARCH FOR SUSTAINABLE LANDSCAPE DEVELOPMENT,1,X,NA,X,1,X,S,0
KOEDOE,1,1,1,1,1,X,J,1
KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS,0,0,X,X,X,X,J,1
KUWAIT JOURNAL OF SCIENCE & ENGINEERING,1,X,NA,X,1,X,J,1
KYBERNETES,0,X,X,X,0,0,J,1
KYKLOS,0,X,X,X,X,0,J,1
LAKE AND RESERVOIR MANAGEMENT,1,1,NA,1,1,X,J,1
LANCET,0,X,0,0,X,X,J,1
LANCET INFECTIOUS DISEASES,0,X,X,X,X,X,J,1
LANCET ONCOLOGY,0,0,X,X,X,X,J,1
LAND,1,1,1,1,X,X,J,1
"LAND AND LIMITS: INTERPRETING SUSTAINABILITY IN THE PLANNING PROCESS, SECOND EDITION",0,X,X,X,0,X,B,0
LAND DEGRADATION & DEVELOPMENT,1,1,NA,1,1,1,J,1
"LAND DEGRADATION AND DESERTIFICATION: ASSESSMENT, MITIGATION AND REMEDIATION",1,X,NA,X,1,X,B,0
LAND ECONOMICS,1,1,NA,1,X,1,J,1
LAND RECLAMATION IN ECOLOGICAL FRAGILE AREAS,1,X,1,X,X,X,B,0
LAND USE POLICY,1,1,1,1,1,1,J,1
LANDBAUFORSCHUNG,1,X,NA,X,1,X,J,1
LANDBAUFORSCHUNG VOLKENRODE,0,X,X,X,0,X,J,1
LANDSCAPE AND ECOLOGICAL ENGINEERING,1,1,NA,1,1,X,J,1
"LANDSCAPE AND ECOSYSTEM DIVERSITY, DYNAMICS AND MANAGEMENT IN THE YELLOW RIVER SOURCE ZONE",1,X,1,X,X,X,S,0
LANDSCAPE AND LANDSCAPE ECOLOGY,1,X,NA,X,1,X,B,0
LANDSCAPE AND URBAN PLANNING,1,1,1,1,1,1,J,1
LANDSCAPE ARCHITECTURE FRONTIERS,1,0,1,X,X,X,J,1
LANDSCAPE ECOLOGY,1,1,1,1,1,1,J,1
LANDSCAPE ECOLOGY AND WATER MANAGEMENT,1,X,NA,1,X,X,S,0
LANDSCAPE ECOLOGY IN FOREST MANAGEMENT AND CONSERVATION: CHALLENGES AND SOLUTIONS FOR GLOBAL CHANGE,1,X,NA,X,1,X,B,0
LANDSCAPE ECOLOGY OF TREES AND FORESTS,1,X,NA,X,X,1,B,0
LANDSCAPE INDICATORS: ASSESSING AND MONITORING LANDSCAPE QUALITY,1,X,NA,X,1,X,B,0
LANDSCAPE INFLUENCES ON STREAM HABITATS AND BIOLOGICAL ASSEMBLAGES,1,X,NA,X,X,1,S,0
LANDSCAPE JOURNAL,1,X,NA,1,X,X,J,1
LANDSCAPE PERSPECTIVES OF LAND USE CHANGES,1,X,NA,X,X,1,S,0
LANDSCAPE RESEARCH,1,1,NA,X,1,1,J,1
LANDSCAPES AND LANDFORMS OF SOUTH AFRICA,1,X,NA,1,X,X,S,0
LARGE-SCALE CONSERVATION IN THE COMMON INTEREST,1,X,NA,1,X,X,S,0
LATERALITY,1,X,1,X,X,X,J,1
LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,1,X,NA,0,1,X,J,1
"LAW BETWEEN MODERNIZATION AND TRADITION - IMPLICATIONS FOR THE LEGAL, POLITICAL, ADMINISTRATIVE AND PUBLIC ORDER ORGANIZATION",1,X,NA,1,X,X,B,0
LAZAROA,0,X,X,0,X,X,J,1
LEADERSHIP,1,X,NA,1,X,X,J,1
LEARNING CULTURE AND SOCIAL INTERACTION,1,1,NA,X,X,X,J,1
LEGAL STUDIES,0,X,X,0,X,X,J,1
"LEGISLATION, TECHNOLOGY AND PRACTICE OF MINE LAND RECLAMATION",1,X,NA,1,X,X,B,0
LEGUMES IN CROPPING SYSTEMS,1,X,1,X,X,X,B,0
LESNOY ZHURNAL-FORESTRY JOURNAL,1,1,NA,X,X,X,J,1
LEXONOMICA,0,0,X,X,X,X,J,1
LIBEREC ECONOMIC FORUM 2011,1,X,NA,X,1,X,B,0
LIFELONG LEARNING AND EDUCATION IN HEALTHY AND SUSTAINABLE CITIES,0,0,X,X,X,X,S,0
LIMNETICA,1,X,NA,1,1,X,J,1
LIMNOLOGICA,1,1,NA,1,0,1,J,1
LIMNOLOGY,1,X,NA,1,1,X,B,0
LIMNOLOGY AND OCEANOGRAPHY,1,1,NA,X,0,1,J,1
LIMNOLOGY AND OCEANOGRAPHY-METHODS,1,1,1,0,1,X,J,1
"LINKING ECOLOGY AND ETHICS FOR A CHANGING WORLD: VALUES, PHILOSOPHY, AND ACTION",1,X,NA,1,X,X,B,0
LISTENING IN THE OCEAN: NEW DISCOVERIES AND INSIGHTS ON MARINE LIFE FROM AUTONOMOUS PASSIVE ACOUSTIC RECORDERS,1,X,1,X,X,X,B,0
"LITTLE LESS ARCTIC: TOP PREDATORS IN THE WORLDS LARGEST NORTHERN INLAND SEA, HUDSON BAY",1,X,NA,X,1,X,B,0
LOCAL ENVIRONMENT,1,1,NA,X,X,X,J,1
LONG-TERM ECOLOGICAL RESEARCH: BETWEEN THEORY AND APPLICATION,1,X,NA,X,1,X,B,0
MACHINE LEARNING AND DATA MINING IN PATTERN RECOGNITION (MLDM 2016),0,X,0,X,X,X,S,0
"MACROPODS: THE BIOLOGY OF KANGAROOS, WALLABIES AND RAT-KANGAROOS",1,X,NA,X,1,X,B,0
MADERA Y BOSQUES,1,X,NA,1,X,X,J,1
MAINSTREAMING CLIMATE CO-BENEFITS IN INDIAN CITIES: POST-HABITAT III INNOVATIONS AND REFORMS,0,0,X,X,X,X,S,0
MALACOLOGIA,1,X,NA,X,X,1,J,1
MALARIA JOURNAL,1,0,NA,X,1,X,J,1
MAMMAL RESEARCH,1,1,NA,1,X,X,J,1
MAMMAL REVIEW,1,1,NA,1,X,1,J,1
MAMMAL STUDY,1,X,1,X,X,X,J,1
MAMMALIAN BIOLOGY,1,1,NA,1,1,X,J,1
MAN IN INDIA,1,X,NA,X,X,1,J,1
MANAGEMENT INFORMATION SYSTEMS 2000: GIS AND REMOTE SENSING,1,X,NA,X,X,1,S,0
MANAGEMENT INFORMATION SYSTEMS 2004: GIS AND REMOTE SENSING,1,X,NA,X,X,1,S,0
MANAGEMENT OF BIOLOGICAL INVASIONS,1,1,1,X,X,X,J,1
MANAGEMENT OF DIAMONDBACK MOTH AND OTHER CRUCIFER PESTS,1,X,NA,X,X,1,B,0
MANAGEMENT OF ENVIRONMENTAL QUALITY,1,1,NA,1,X,X,J,1
"MANAGEMENT OF NATURAL RESOURCES, SUSTAINABLE DEVELOPMENT AND ECOLOGICAL HAZARDS II",1,X,NA,X,1,X,S,0
MANAGEMENT SYSTEMS IN PRODUCTION ENGINEERING,0,X,0,X,X,X,J,1
"MANAGING AND ANALYZING PESTICIDE USE DATA FOR PEST MANAGEMENT, ENVIRONMENTAL MONITORING, PUBLIC HEALTH, AND PUBLIC POLICY",0,0,X,X,X,X,S,0
MANAGING AND DESIGNING LANDSCAPES FOR CONSERVATION: MOVING FROM PERSPECTIVES TO PRINCIPLES,1,X,NA,X,X,1,B,0
MANAGING FOR HEALTHY ECOSYSTEMS,0,X,X,X,X,0,B,0
MANAGING INFECTIONS IN PATIENTS WITH HEMATOLOGICAL MALIGNANCIES,0,X,X,X,0,X,B,0
"MANAGING KNOWLEDGE, TECHNOLOGY AND DEVELOPMENT IN THE ERA OF INFORMATION REVOLUTION: WASD 2007 CONFERENCE PROCEEDINGS",1,X,NA,X,X,1,S,0
MANAGING WATER AND AGROECOSYSTEMS FOR FOOD SECURITY,1,X,NA,1,X,X,B,0
"MANUFACTURE ENGINEERING AND ENVIRONMENT ENGINEERING, VOLS 1 AND 2",1,X,NA,1,X,X,S,0
MARINE AND COASTAL FISHERIES,1,1,NA,1,1,X,J,1
MARINE AND FRESHWATER RESEARCH,1,1,NA,1,1,1,J,1
MARINE BIODIVERSITY,1,X,NA,1,X,X,J,1
MARINE BIOLOGY,1,0,1,1,1,1,J,1
MARINE BIOLOGY OF THE SOUTH CHINA SEA III,1,X,NA,X,X,1,B,0
MARINE BIOLOGY RESEARCH,0,X,X,X,0,X,J,1
MARINE CONSERVATION PALEOBIOLOGY,1,1,NA,X,X,X,S,0
MARINE DRUGS,0,X,X,0,0,X,J,1
MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,1,X,NA,1,1,1,J,1
MARINE ECOLOGY-PUBBLICAZIONI DELLA STAZIONE ZOOLOGICA DI NAPOLI I,1,X,NA,X,X,1,J,1
MARINE ECOLOGY PROGRESS SERIES,1,1,NA,1,1,1,J,1
MARINE ENVIRONMENTAL RESEARCH,1,1,1,1,1,1,J,1
MARINE GENOMICS,0,X,0,0,X,X,J,1
MARINE GENOMICS: METHODS AND PROTOCOLS,0,X,0,X,X,X,S,0
MARINE GEODESY,1,X,NA,X,X,1,J,1
MARINE MAMMAL SCIENCE,1,X,NA,1,X,1,J,1
MARINE MANAGED AREAS AND FISHERIES,1,X,NA,1,X,X,S,0
MARINE MICROPALEONTOLOGY,0,X,0,X,0,0,J,1
MARINE POLICY,1,1,1,1,1,1,J,1
MARINE POLLUTION AND HUMAN HEALTH,1,X,NA,X,1,X,S,0
MARINE POLLUTION BULLETIN,1,1,NA,1,1,1,J,1
MARINE RESEARCH AND CONSERVATION IN THE CORAL TRIANGLE: THE WAKATOBI NATIONAL PARK,1,X,NA,X,1,X,B,0
MARINE RESOURCE ECONOMICS,1,X,NA,X,1,1,J,1
MARINE SCIENCE FRONTIERS FOR EUROPE,1,X,NA,X,X,1,B,0
MARINE TECHNOLOGY SOCIETY JOURNAL,1,1,NA,X,X,1,J,1
MARITIME STUDIES,1,1,1,1,X,X,J,1
MARKETING AND MANAGEMENT SCIENCES,1,X,NA,X,X,1,B,0
MARSUPIAL GENETICS AND GENOMICS,1,X,NA,X,1,X,B,0
"MATERIALS FOR ENVIRONMENTAL PROTECTION AND ENERGY APPLICATION, PTS 1 AND 2",0,X,X,X,0,X,S,0
"MATERIALS SCIENCE AND INFORMATION TECHNOLOGY, PTS 1-8",1,X,NA,X,1,X,S,0
MATERIALS SCIENCE AND MECHANICAL ENGINEERING,0,X,X,0,X,X,S,0
"MATERIALS SCIENCE, CIVIL ENGINEERING AND ARCHITECTURE SCIENCE, MECHANICAL ENGINEERING AND MANUFACTURING TECHNOLOGY, PTS 1 AND 2",0,X,X,0,X,X,S,0
MATERNAL AND CHILD HEALTH JOURNAL,0,0,X,X,X,X,J,1
MATHEMATICAL AND COMPUTATIONAL FORESTRY & NATURAL-RESOURCE SCIENCES,1,X,1,X,X,X,J,1
MATHEMATICAL BIOSCIENCES,1,1,NA,X,1,1,J,1
MATHEMATICAL MODELLING OF NATURAL PHENOMENA,0,X,X,X,0,X,J,1
MATHEMATICAL PROBLEMS IN ENGINEERING,0,0,NA,1,X,X,J,1
MATHEMATICS AND COMPUTERS IN SIMULATION,1,1,NA,X,X,1,J,1
MATHEMATICS OF CONTINUOUS AND DISCRETE DYNAMICAL SYSTEMS,0,X,X,0,X,X,S,0
MATHEMATICS OF ENERGY AND CLIMATE CHANGE,0,X,X,0,X,X,S,0
MBIO,1,0,1,X,X,X,J,1
MCGILL INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT LAW AND POLICY,1,X,1,X,X,X,J,1
